CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
231625,65,1,7,27,1,12,10,30,418.16,22,1
231626,55,1,57,7,3,23,50,30,232.35,19,1
231627,63,0,45,17,6,21,100,90,706.08,27,1
231628,43,0,34,7,6,28,50,90,257.44,9,1
231629,25,0,8,26,9,6,50,90,245.91,23,1
231630,62,0,57,13,8,13,50,90,169.98,30,1
231631,64,1,18,19,6,3,100,90,623.94,5,1
231632,56,0,14,15,5,4,10,90,155.17,1,1
231633,60,1,49,6,9,20,10,365,649.37,22,1
231635,19,0,2,2,8,30,100,365,650.16,21,1
231636,43,0,39,30,9,16,50,30,815.68,29,1
231637,20,0,12,2,1,4,10,365,483.12,18,1
231638,65,0,1,3,2,24,10,30,918.89,22,1
231639,44,1,37,16,9,17,50,365,660.55,30,1
231640,24,1,22,15,10,13,50,365,289.53,28,1
231641,58,1,9,19,2,21,10,365,983.27,17,1
231642,20,0,44,10,0,9,100,30,579.49,13,1
231643,29,1,12,23,8,8,50,365,590.68,20,1
231644,51,1,6,1,1,22,100,30,462.22,10,1
231645,19,0,44,23,8,22,10,30,695.52,14,1
231646,50,0,17,12,8,16,50,30,708.61,7,1
231647,46,0,11,22,9,16,10,30,963.66,14,1
231648,20,0,56,17,4,17,10,90,223.57,14,1
231650,18,1,35,16,1,15,50,30,338.44,1,1
231651,63,1,33,4,2,15,10,90,557.1,14,1
231652,63,1,36,21,7,0,100,30,776.42,9,1
231653,27,1,37,10,10,29,10,90,519.6,14,1
231654,54,1,29,15,2,19,100,365,964.99,26,1
231655,53,0,9,5,8,15,10,90,317.81,17,1
231657,29,0,3,21,5,25,100,90,695.9,16,1
231658,61,1,10,4,10,10,100,365,289.47,15,1
231660,41,1,43,29,1,22,50,30,831.98,29,1
231661,60,0,46,29,0,22,100,90,476.37,19,1
231662,33,0,56,27,2,25,50,30,559.6,23,1
231663,37,0,58,22,10,4,10,30,671.76,11,1
231664,46,0,38,18,3,23,10,90,173.37,24,1
231665,61,0,49,24,10,28,100,365,418.34,15,1
231666,38,1,19,21,5,29,100,365,461.55,29,1
231667,28,0,25,6,9,13,50,365,671.96,28,1
231668,61,0,23,12,9,26,50,90,133.91,4,1
231670,58,1,58,28,2,20,100,30,588.01,22,1
231671,25,0,17,10,3,26,10,90,436.65,18,1
231672,20,0,4,15,4,14,10,90,233.91,10,1
231673,31,1,46,5,5,5,50,30,285.97,23,1
231674,20,0,6,23,8,2,100,90,485.33,7,1
231675,42,1,54,23,0,8,50,365,205.03,4,1
231676,61,0,33,9,8,17,100,90,932.75,7,1
231677,63,1,38,4,3,0,50,365,353.49,10,1
231678,60,0,53,19,9,17,100,30,618.64,17,1
231679,31,0,52,25,1,22,50,30,182.17,4,1
231680,57,1,20,18,0,17,10,30,517.39,15,1
231681,49,1,10,30,8,16,50,90,683.27,12,1
231682,62,0,30,16,8,10,50,30,554.6,30,1
231683,64,0,14,16,1,29,100,365,643.42,26,1
231684,65,1,2,4,1,15,100,90,626.21,15,1
231685,61,0,40,2,7,0,10,30,141.77,25,1
231686,22,0,22,20,6,3,50,365,471.09,3,1
231687,30,0,47,27,9,27,50,30,920.26,19,1
231688,25,1,32,4,3,27,100,90,729.57,11,1
231689,26,0,47,26,3,18,100,30,451.33,24,1
231690,52,1,52,29,0,28,10,365,417.71,24,1
231691,29,0,6,19,9,18,50,90,373.78,25,1
231692,33,0,38,8,8,12,10,30,984.64,19,1
231693,49,1,46,1,10,2,50,365,768.17,25,1
231694,24,0,55,15,5,19,10,365,475.21,15,1
231695,21,0,24,6,7,6,100,365,536.57,1,1
231696,30,0,48,10,3,25,50,365,454.3,4,1
231697,32,0,58,26,9,7,100,30,469.29,19,1
231698,52,1,27,30,8,22,10,365,675.89,25,1
231699,51,1,51,16,9,22,100,365,100.12,2,1
231700,27,1,54,21,7,11,50,30,413.92,19,1
231701,41,0,57,2,10,23,50,90,965.51,24,1
231702,56,0,24,13,4,29,10,90,850.07,11,1
231703,61,0,49,1,9,4,100,365,948.51,2,1
231704,53,0,8,30,10,10,50,365,336.19,24,1
231705,56,0,42,29,5,0,50,365,891.77,10,1
231706,34,0,44,13,4,26,10,30,980.87,21,1
231707,44,1,54,17,7,29,10,365,469.15,2,1
231708,39,0,22,2,6,22,100,365,518.25,12,1
231709,20,1,57,30,1,27,50,90,612.53,20,1
231710,51,1,45,5,1,29,50,30,136.02,12,1
231711,52,0,32,23,9,30,50,90,538.25,20,1
231712,47,1,27,7,9,17,100,30,573.48,20,1
231713,25,0,45,11,8,11,50,365,239.48,30,1
231714,56,0,10,27,0,22,100,90,599.79,19,1
231715,61,1,30,8,5,11,50,90,489.25,16,1
231716,29,1,16,20,7,28,50,365,762.51,17,1
231717,40,1,31,15,7,20,100,30,931.05,15,1
231718,22,1,58,19,7,7,10,30,713.61,28,1
231719,28,1,25,21,4,8,10,365,745.53,24,1
231720,65,0,13,9,8,4,100,365,256.92,22,1
231722,65,1,20,23,10,24,50,365,954.07,15,1
231723,48,0,55,19,4,23,100,30,737.93,6,1
231724,58,1,20,1,1,7,100,365,223.54,9,1
231725,58,0,30,18,7,12,50,90,898.96,5,1
231726,30,1,13,20,4,8,50,90,509.3,19,1
231727,65,1,27,1,7,23,10,90,603.45,19,1
231728,56,0,49,22,7,30,50,90,605.91,23,1
231729,57,0,35,29,5,18,10,90,210.91,9,1
231730,43,1,38,8,6,13,50,30,728.11,25,1
231731,52,1,44,21,4,20,50,30,266.01,9,1
231732,63,1,52,4,7,27,50,365,397.69,16,1
231733,57,0,36,6,9,4,50,90,535.05,14,1
231734,63,0,1,9,9,16,10,30,828.74,3,1
231735,57,0,50,17,5,13,50,30,465.48,24,1
231736,63,1,15,1,0,3,10,365,922.6,19,1
231737,55,0,5,22,8,22,100,365,716.98,15,1
231738,32,0,53,28,6,24,100,365,515.42,21,1
231739,31,1,41,16,4,19,100,90,876.34,10,1
231740,18,1,2,9,4,15,100,30,548.89,20,1
231741,40,1,14,9,6,2,10,30,406.39,20,1
231742,22,0,55,3,6,8,100,90,239.27,6,1
231743,46,0,9,10,4,24,50,365,319.71,13,1
231744,50,1,18,10,0,26,10,90,900.62,16,1
231745,59,0,46,7,7,11,100,365,176.44,22,1
231746,43,1,33,3,7,6,50,365,376.66,12,1
231747,47,1,24,22,3,1,50,30,653.13,8,1
231748,32,1,54,22,10,1,10,90,661.99,13,1
231749,42,1,25,15,7,12,100,90,477.22,20,1
231750,61,1,5,18,2,5,100,90,975.26,1,1
231751,56,0,7,11,2,18,50,365,966.81,10,1
231752,57,1,30,18,8,0,50,30,572.95,18,1
231753,50,1,1,22,10,17,50,30,727.03,28,1
231754,61,1,18,15,1,3,50,30,517.46,18,1
231755,37,0,49,19,5,27,100,90,578.54,13,1
231756,48,0,17,9,8,30,10,30,884.46,9,1
231757,25,1,42,13,9,23,100,365,646.46,18,1
231758,54,0,52,30,2,0,50,90,136.71,3,1
231759,22,1,59,27,0,14,10,30,753.77,1,1
231760,29,1,52,25,3,14,100,30,148.48,12,1
231761,26,0,29,11,2,2,100,30,694.03,26,1
231762,46,0,5,10,5,27,10,30,184.18,3,1
231763,54,1,32,15,2,0,10,90,611.82,15,1
231764,56,1,12,2,8,18,10,90,361.7,4,1
231765,64,1,18,11,0,25,50,30,358.74,12,1
231766,38,1,42,13,5,1,100,365,606.84,28,1
231767,52,1,18,6,8,19,50,365,871.4,21,1
231768,30,1,53,1,8,2,10,90,726.26,25,1
231769,46,1,55,16,2,23,100,30,172.51,21,1
231770,21,1,26,24,4,10,10,90,613.14,7,1
231771,28,1,32,6,2,19,100,365,197.26,9,1
231773,42,0,4,29,6,24,100,30,208.02,22,1
231774,52,1,3,3,5,8,10,365,577.08,12,1
231775,42,0,13,22,2,13,50,365,529.59,23,1
231776,52,1,54,11,2,14,100,90,315.19,11,1
231777,29,0,41,22,5,17,10,365,781.51,13,1
231778,23,0,54,17,5,24,100,365,241.61,15,1
231779,43,0,22,16,8,0,10,30,206.77,29,1
231780,48,1,3,12,8,8,50,30,139.87,27,1
231781,55,0,10,12,5,26,100,365,611,12,1
231782,57,0,30,23,5,25,100,365,469.89,4,1
231783,56,1,16,1,9,1,10,30,189.44,5,1
231784,65,1,11,24,1,29,100,365,931.15,2,1
231785,25,1,39,21,5,19,100,30,836.48,14,1
231786,65,1,30,11,9,4,100,90,151.3,15,1
231787,39,0,31,19,9,17,50,90,523.39,19,1
231788,43,0,9,19,10,19,10,90,956.69,17,1
231789,34,1,39,6,6,3,100,365,816.02,3,1
231790,52,0,42,10,0,12,100,90,992.06,6,1
231791,36,1,9,26,10,28,10,30,739.94,8,1
231792,37,0,15,1,4,4,100,90,578.18,17,1
231793,62,1,56,16,1,24,50,30,251.34,22,1
231794,20,0,30,1,0,12,50,365,597.09,26,1
231795,62,0,15,14,2,20,10,30,669.75,30,1
231796,48,0,31,10,0,2,100,90,167.18,22,1
231797,47,1,35,19,3,4,100,30,954.29,12,1
231798,38,0,37,28,7,23,10,90,213.01,2,1
231799,47,0,32,20,9,4,100,365,343.15,30,1
231800,32,1,33,3,0,22,10,90,145.67,12,1
231801,61,1,51,6,9,29,100,365,661.8,15,1
231802,43,0,9,16,10,4,100,365,607.97,17,1
231803,22,0,46,25,4,29,50,90,592.24,14,1
231804,50,0,55,8,6,9,10,365,416.14,23,1
231805,24,0,36,18,1,16,100,365,988.31,23,1
231806,58,0,30,25,7,16,100,90,928.61,20,1
231807,52,1,48,5,9,23,100,90,207.39,16,1
231809,43,0,28,30,9,23,50,30,504.66,24,1
231810,24,1,27,14,7,30,100,90,632.3,22,1
231811,52,0,20,18,5,3,100,90,854.46,29,1
231812,57,1,15,12,9,3,50,90,588.25,22,1
231813,30,0,43,2,10,5,50,90,459.37,9,1
231814,37,0,40,5,7,8,10,30,464.79,18,1
231815,59,0,3,20,2,13,100,30,612.32,30,1
231816,20,1,23,30,9,13,50,90,193.48,8,1
231817,23,1,42,10,0,26,10,90,937.84,11,1
231818,65,1,39,17,5,10,10,90,835.92,5,1
231819,35,1,8,3,0,16,50,30,648.78,23,1
231820,58,0,4,19,0,4,100,30,317.47,14,1
231821,45,0,55,10,2,28,50,30,290.15,18,1
231822,19,0,16,3,2,19,100,30,639.49,30,1
231823,33,0,34,6,7,23,50,365,916,29,1
231824,38,1,11,24,9,0,50,365,515.87,27,1
231825,61,0,20,8,10,8,100,30,657.6,9,1
231826,62,1,58,25,8,2,10,90,942.72,28,1
231827,52,0,41,25,3,25,100,90,390.39,26,1
231828,51,1,23,24,5,26,10,30,298.03,16,1
231829,63,0,34,7,0,15,100,30,435.49,3,1
231830,57,1,36,30,3,29,10,30,683.6,20,1
231831,20,0,12,9,1,14,100,90,508.94,29,1
231832,55,1,1,2,7,26,100,90,519.28,26,1
231833,58,1,47,4,8,21,50,90,904.34,21,1
231834,31,0,12,21,7,26,100,90,173.88,1,1
231835,52,1,60,26,10,30,100,365,242.3,28,1
231836,62,0,54,1,5,27,10,90,976.68,7,1
231837,46,0,46,30,1,14,50,90,138.39,21,1
231838,22,0,6,2,3,4,50,90,934.87,12,1
231839,18,0,19,15,8,28,50,365,621.93,21,1
231840,38,1,6,19,8,11,50,30,654.23,15,1
231841,57,0,11,2,0,18,10,365,300.57,30,1
231842,24,0,46,17,7,22,50,30,988.48,8,1
231843,60,0,55,15,6,3,10,365,552.88,6,1
231844,44,1,60,4,0,0,50,90,412.07,9,1
231845,46,0,58,19,6,0,50,90,667.6,30,1
231846,57,1,49,14,4,13,50,90,947.51,9,1
231847,48,1,21,30,1,24,100,90,627.4,3,1
231848,65,1,18,10,1,16,100,30,955.29,28,1
231849,52,1,27,14,2,0,10,365,604.71,19,1
231850,63,1,3,23,2,7,10,30,348.83,7,1
231851,45,0,33,25,7,5,100,30,303.9,4,1
231852,54,0,12,19,3,18,100,365,492.42,3,1
231853,61,1,19,12,9,18,100,30,164.24,23,1
231854,20,0,29,12,4,14,50,30,747.71,22,1
231855,47,1,7,30,10,19,50,365,335.99,27,1
231856,52,0,12,10,3,17,100,365,700.17,2,1
231857,37,0,37,26,6,19,50,90,198.53,20,1
231858,46,1,46,3,3,22,50,90,424.92,29,1
231859,62,1,27,25,6,15,50,365,708.82,23,1
231860,29,1,24,7,9,3,50,365,532.06,12,1
231861,18,1,28,15,5,14,10,90,235.39,5,1
231862,54,1,6,8,7,3,50,30,798.28,28,1
231863,62,0,31,3,10,9,10,30,953.32,10,1
231864,26,1,27,22,4,3,10,90,444.36,23,1
231865,55,1,23,22,10,12,10,90,337.54,2,1
231866,33,0,57,28,3,24,100,90,233.51,9,1
231867,20,1,25,14,8,7,50,90,734.48,18,1
231868,57,1,3,25,3,20,50,30,147.88,13,1
231869,52,0,19,26,1,27,100,90,108.05,5,1
231870,28,0,35,19,7,20,100,30,912.97,20,1
231871,35,0,45,13,3,30,50,365,717.31,13,1
231872,52,1,59,8,7,10,50,90,615.62,12,1
231873,22,1,24,12,9,6,50,90,689.66,22,1
231874,31,0,1,13,5,7,50,30,904.83,28,1
231875,59,0,40,21,4,4,50,90,794.27,30,1
231876,33,0,1,2,4,5,100,90,212.34,16,1
231877,47,1,38,27,9,0,100,30,244.4,27,1
231878,52,0,28,22,2,21,50,90,761.84,7,1
231879,40,0,10,16,1,4,100,30,249.91,20,1
231880,37,1,15,19,8,30,100,30,376.89,18,1
231881,26,1,46,29,2,29,10,30,236.87,6,1
231882,26,0,22,20,5,6,100,365,550.83,21,1
231883,27,0,43,11,3,4,50,90,157.22,9,1
231884,48,1,33,8,4,21,10,30,620.09,22,1
231885,35,1,13,24,7,6,10,365,684.63,4,1
231886,65,0,54,18,3,23,10,90,453.6,12,1
231887,23,0,8,17,9,19,10,365,855.81,10,1
231888,46,1,29,21,10,11,10,30,513.27,28,1
231890,18,0,55,9,4,2,50,365,984.51,21,1
231891,26,0,54,12,8,30,100,365,406.95,16,1
231892,58,1,45,16,0,20,10,365,203.61,15,1
231893,28,0,35,27,3,29,50,90,266.41,27,1
231894,37,1,36,24,5,4,100,365,396.45,23,1
231895,23,0,6,2,6,15,100,30,542.16,28,1
231896,33,1,34,23,4,14,10,365,978.18,18,1
231897,26,0,31,19,8,20,10,90,890.77,13,1
231898,32,1,54,29,6,18,100,90,508.15,21,1
231899,37,1,16,10,3,28,100,365,932.72,7,1
231900,56,1,27,3,5,8,50,30,143.96,13,1
231901,51,1,52,28,1,4,100,365,622.25,14,1
231902,53,0,30,28,3,21,10,365,697.38,9,1
231903,63,0,51,23,2,4,10,365,805.71,14,1
231904,62,0,52,24,2,3,10,365,935,3,1
231905,43,0,40,3,7,2,50,30,793.96,9,1
231906,49,0,56,8,1,7,50,90,981.94,20,1
231907,47,0,25,19,5,2,50,30,835.94,23,1
231908,33,0,33,21,9,8,50,90,533.13,24,1
231909,48,1,14,7,0,3,50,90,895.9,30,1
231910,34,1,8,19,10,5,50,365,158.46,5,1
231911,64,1,49,23,2,23,50,30,499.68,13,1
231912,35,1,39,17,2,30,50,90,614.91,4,1
231913,53,0,44,3,5,8,10,30,404.29,17,1
231914,56,0,12,1,1,27,100,90,873.31,5,1
231915,45,0,17,20,0,9,10,30,974.95,14,1
231916,63,1,28,29,0,1,100,90,867.03,18,1
231917,33,1,52,24,6,7,50,30,355.02,17,1
231919,51,1,53,1,6,20,50,90,102.87,2,1
231920,34,1,4,27,10,12,10,90,956.37,29,1
231921,27,0,38,10,7,23,50,90,262.37,4,1
231922,56,1,24,27,0,12,100,365,265.04,7,1
231923,64,1,40,19,7,29,10,30,740.93,17,1
231925,27,0,33,30,6,10,10,30,654.22,26,1
231926,39,0,49,29,7,17,10,30,186.22,24,1
231927,58,1,14,17,0,13,50,90,548.95,23,1
231928,57,1,40,8,4,11,100,30,163.59,16,1
231929,31,0,50,16,0,11,50,30,320.32,27,1
231930,55,1,40,2,10,16,100,90,430.44,13,1
231931,50,0,51,18,2,11,50,30,315.82,2,1
231932,20,1,2,25,4,21,10,365,481.94,18,1
231933,51,1,5,30,6,18,50,90,388.51,19,1
231934,31,1,39,24,8,26,100,365,213.55,5,1
231935,48,0,27,10,3,24,100,365,649.77,5,1
231936,28,1,60,25,8,25,10,30,531.62,18,1
231937,48,1,60,21,1,27,10,30,224.45,6,1
231938,51,1,10,18,10,25,50,365,921.54,18,1
231939,58,1,42,17,9,17,10,90,763.42,24,1
231940,23,1,34,25,10,25,100,365,987.08,11,1
231941,35,0,16,21,9,14,10,90,335.79,4,1
231942,23,1,54,20,10,8,100,365,489.5,2,1
231943,52,1,37,2,5,22,50,90,159.4,27,1
231944,56,0,7,13,3,19,50,365,274.64,27,1
231945,29,0,37,2,9,13,10,90,252.73,16,1
231946,19,0,30,17,8,14,50,90,464.36,10,1
231947,34,0,25,3,7,4,50,30,493.96,3,1
231948,60,0,49,14,4,0,100,365,584.67,28,1
231949,18,1,18,14,3,24,10,90,885.64,23,1
231950,42,1,5,6,5,14,100,365,239.54,8,1
231951,62,1,17,14,4,16,10,365,647.56,29,1
231952,43,1,7,18,9,7,50,90,202.47,4,1
231953,34,0,11,7,7,7,100,30,201.8,11,1
231954,20,1,49,13,9,30,10,30,432.75,12,1
231955,21,0,12,11,1,19,100,30,369.42,24,1
231956,64,0,29,6,1,1,100,30,617.27,28,1
231957,28,0,9,17,5,3,10,365,755.52,7,1
231958,49,0,59,1,5,19,10,365,638.97,7,1
231959,60,0,1,8,5,28,100,30,337.43,10,1
231960,35,1,53,1,0,30,50,30,210.54,24,1
231961,62,1,32,4,7,16,10,365,100.19,18,1
231962,18,1,6,2,7,30,50,30,923.86,29,1
231963,22,1,16,28,5,24,100,365,671.44,27,1
231964,55,0,13,18,0,17,100,365,389.17,30,1
231965,50,0,38,14,2,20,10,30,164.2,7,1
231966,40,0,18,27,6,17,100,90,794.49,29,1
231967,40,1,27,3,2,15,50,30,971.3,19,1
231968,61,1,52,8,0,29,100,365,678.38,19,1
231969,22,0,47,28,2,8,100,30,535.3,28,1
231970,35,0,30,12,0,9,100,90,686.54,27,1
231971,58,0,53,26,5,7,50,365,643.07,24,1
231972,63,1,12,11,7,11,100,90,374.3,17,1
231973,63,0,38,18,3,17,10,365,757.16,4,1
231974,48,0,15,6,8,11,50,30,949.42,19,1
231975,51,1,43,6,2,9,10,365,931.72,12,1
231976,56,1,4,25,4,29,10,365,593.23,10,1
231977,19,1,11,28,5,28,10,30,727.21,21,1
231978,51,1,52,9,9,1,100,90,721.02,15,1
231979,50,0,45,14,0,18,50,90,266.54,8,1
231980,65,0,7,22,7,2,50,365,209.76,7,1
231981,56,1,37,27,1,18,100,365,380.22,17,1
231982,30,1,53,10,5,24,10,90,309.85,28,1
231983,48,0,7,2,3,30,50,90,302.63,16,1
231984,37,1,47,16,0,30,10,30,524.8,12,1
231985,52,1,38,22,5,1,10,90,150.43,18,1
231986,52,1,53,16,4,23,10,365,465.69,25,1
231987,63,0,32,18,2,0,10,30,921.53,19,1
231988,51,0,6,3,5,28,50,90,744.27,19,1
231989,53,0,50,19,9,17,100,30,156.82,8,1
231990,64,0,41,30,0,19,50,90,319.03,18,1
231991,49,0,11,24,2,7,100,30,170.39,27,1
231992,52,0,3,9,3,2,100,365,315.75,5,1
231993,64,0,23,24,2,12,50,365,696.93,13,1
231994,36,0,13,21,4,8,10,30,333.45,27,1
231995,32,0,35,18,4,23,100,90,364.91,6,1
231996,62,1,52,29,3,23,50,30,993.94,4,1
231997,57,1,9,25,1,12,50,90,272.06,14,1
231998,35,0,14,11,10,14,100,30,620.61,9,1
231999,28,1,52,27,5,10,50,365,682.49,10,1
232000,60,1,58,29,1,0,10,365,445.88,7,1
232001,40,1,48,8,6,7,50,30,776.54,3,1
232002,18,0,19,19,3,12,100,30,116.36,21,1
232003,22,0,13,22,1,1,50,30,767.5,26,1
232004,43,1,37,4,1,11,50,30,729.22,16,1
232005,55,1,43,24,10,10,10,365,794.2,19,1
232006,41,1,60,11,10,24,50,90,751.73,30,1
232007,47,0,46,6,3,9,10,90,814.55,21,1
232008,38,0,41,26,9,20,50,30,463.61,23,1
232009,61,1,22,1,10,11,100,90,711.57,20,1
232010,63,0,11,23,8,4,100,365,206.32,25,1
232011,40,1,26,7,1,29,50,30,629.92,1,1
232012,44,1,31,6,4,15,100,30,283.11,14,1
232013,21,1,46,27,7,19,100,365,845.94,28,1
232014,43,1,32,29,10,30,50,90,566.32,23,1
232015,31,1,13,14,6,16,50,365,820.9,13,1
232016,25,0,26,9,4,6,10,30,962.84,7,1
232017,35,1,14,24,7,5,10,30,625.16,18,1
232018,31,0,29,28,2,16,10,90,293.49,21,1
232019,51,1,16,11,10,30,100,90,182.13,19,1
232020,29,1,37,15,0,3,100,365,168.98,15,1
232021,30,0,56,30,5,16,10,90,853,24,1
232022,21,1,15,24,0,24,50,30,402.9,20,1
232023,29,1,11,11,10,6,10,365,171.14,27,1
232024,30,0,19,14,0,5,10,90,356.11,20,1
232025,47,0,39,23,9,1,10,90,915.07,16,1
232026,48,1,4,27,10,20,10,30,794.39,9,1
232027,65,1,3,3,6,28,10,30,691.02,25,1
232028,50,1,20,9,9,21,50,365,293.3,7,1
232029,62,0,54,6,5,13,50,30,999.95,23,1
232030,21,0,1,19,2,28,50,30,323.15,15,1
232031,25,1,22,13,4,18,10,30,132.61,17,1
232032,57,0,23,9,6,26,10,30,900.9,21,1
232033,47,0,29,13,0,15,50,90,250.87,30,1
232034,30,1,41,8,5,11,10,365,590.11,20,1
232035,27,0,28,3,9,29,50,365,105.51,14,1
232036,62,1,49,24,7,17,50,365,218.62,30,1
232037,46,1,42,6,10,29,50,90,392.46,21,1
232038,18,1,29,2,9,7,10,90,166.15,12,1
232039,57,1,22,28,8,4,50,90,931.35,28,1
232040,52,0,3,29,1,24,100,30,404.48,26,1
232041,54,0,19,29,9,29,10,365,126.78,20,1
232042,38,0,54,28,10,18,100,365,657.25,16,1
232043,38,0,15,12,9,15,10,365,449.36,6,1
232044,44,1,5,28,2,27,50,365,208.2,26,1
232045,31,1,24,17,4,11,100,365,840.89,2,1
232046,21,1,21,26,4,6,10,30,963.42,18,1
232047,28,1,31,26,4,4,10,90,251.1,26,1
232048,64,1,33,28,8,2,100,365,314.6,16,1
232049,56,1,56,6,5,25,50,90,658.44,28,1
232050,48,0,29,17,6,27,10,30,232.73,1,1
232051,29,1,43,6,4,24,10,30,394.6,2,1
232052,29,1,57,13,8,20,10,365,414.21,15,1
232053,43,1,29,30,4,7,50,30,762.59,27,1
232054,53,0,29,24,7,10,100,90,332.02,13,1
232055,36,0,42,27,1,23,100,90,353.57,17,1
232056,63,0,18,9,4,19,100,90,235.97,1,1
232057,46,1,49,8,8,2,10,30,181.9,4,1
232058,37,1,34,15,5,23,10,365,943.08,8,1
232060,60,1,4,11,6,28,10,90,449.7,5,1
232061,31,0,10,15,8,1,10,30,135.91,22,1
232062,57,1,57,29,10,1,10,90,104.38,24,1
232063,36,0,40,12,6,4,10,90,386.77,16,1
232064,61,1,5,21,3,22,50,30,940.95,3,1
232065,31,0,43,19,10,24,10,90,656.64,11,1
232066,56,1,26,5,9,2,50,30,254.62,28,1
232067,42,1,11,14,7,29,50,90,165.26,2,1
232068,65,0,35,7,8,24,10,365,663.84,4,1
232069,30,0,41,6,6,1,50,30,440.09,18,1
232070,33,0,52,29,1,9,100,30,987.82,6,1
232071,25,0,48,21,9,15,100,30,780.71,1,1
232072,41,0,1,19,10,12,100,90,446.72,20,1
232073,32,1,33,21,7,28,100,365,822.99,2,1
232074,38,1,45,5,5,9,50,30,103.06,30,1
232075,56,1,50,3,10,10,100,365,461.38,20,1
232076,53,1,7,15,3,25,100,365,574.63,13,1
232077,48,0,40,20,9,2,10,90,578.09,12,1
232078,57,0,36,6,10,25,10,90,713.82,30,1
232079,21,1,37,26,2,29,50,365,297.47,10,1
232080,23,0,23,9,10,26,100,90,328.15,20,1
232081,41,0,51,30,6,13,50,90,647.38,28,1
232082,40,0,29,2,1,24,10,90,991.15,3,1
232083,40,1,60,10,10,18,50,90,804.84,14,1
232084,20,0,39,16,10,8,10,30,972.82,9,1
232085,23,0,1,4,2,16,100,30,194.66,15,1
232086,20,0,56,11,9,19,100,30,217.41,20,1
232087,59,1,57,22,2,6,10,365,362.19,26,1
232088,53,0,10,20,2,30,10,30,745.68,8,1
232089,39,0,28,29,3,28,10,30,445.09,10,1
232090,64,0,12,3,10,22,50,365,453.05,24,1
232091,32,0,40,5,10,6,50,90,585.44,18,1
232092,55,1,45,8,10,4,100,30,148.29,25,1
232093,32,0,42,16,9,23,50,365,810.36,5,1
232094,26,0,53,17,3,17,50,365,810.13,17,1
232095,32,0,8,12,0,11,100,30,263.78,22,1
232096,54,0,15,22,6,15,10,30,856.45,18,1
232097,58,1,14,30,0,23,50,30,619.14,29,1
232098,28,1,57,3,3,0,50,30,196.05,16,1
232100,34,0,30,21,8,1,10,30,942.05,27,1
232101,37,0,40,28,3,14,10,30,558.86,21,1
232102,36,1,24,1,0,27,100,90,405.69,3,1
232103,38,1,45,5,10,14,10,365,349.24,14,1
232104,21,1,33,29,10,16,100,90,603.66,4,1
232105,39,1,12,11,7,23,10,90,743.66,29,1
232106,50,0,27,23,1,1,10,365,678.83,26,1
232107,38,0,59,14,0,6,10,90,655.19,17,1
232108,61,1,35,26,6,24,50,90,529.2,10,1
232109,28,0,33,28,3,23,50,30,476.35,1,1
232110,32,1,34,30,6,7,100,365,234.77,13,1
232111,48,0,1,18,2,8,50,365,484.3,22,1
232112,56,0,6,22,1,15,10,365,793.05,12,1
232113,53,0,55,28,0,7,10,30,357.93,9,1
232114,49,0,48,20,7,20,100,90,479.59,16,1
232115,55,0,19,18,8,16,100,30,976.87,17,1
232116,51,0,60,28,3,21,100,90,942.37,3,1
232117,37,0,47,11,10,26,100,90,604.43,23,1
232118,48,1,28,21,9,22,10,90,751.23,24,1
232119,55,1,12,7,9,20,100,365,434.83,12,1
232120,42,1,51,24,5,18,50,30,235.84,3,1
232121,20,1,59,27,8,19,50,30,946.77,23,1
232122,18,0,30,24,5,23,100,90,720.03,27,1
232123,55,0,49,27,2,5,10,30,650.74,11,1
232124,62,0,30,23,4,9,100,90,793.51,19,1
232125,22,0,10,27,5,24,100,90,818.2,29,1
232126,53,0,35,27,7,11,50,30,916.52,25,1
232127,65,0,41,25,8,24,50,30,979.47,10,1
232128,26,0,48,6,1,6,10,90,679.79,29,1
232129,50,1,47,26,7,17,50,365,384.56,26,1
232130,50,0,26,4,6,8,50,90,526.01,10,1
232131,58,1,43,1,5,10,50,30,835.89,12,1
232132,44,1,46,20,7,21,50,30,118.43,30,1
232133,33,0,21,26,8,6,10,365,990.8,8,1
232134,21,1,52,4,7,24,10,30,146.26,28,1
232135,45,1,19,26,1,30,100,365,592.61,23,1
232137,36,0,54,19,4,6,50,365,118.12,20,1
232138,39,0,25,15,4,15,100,90,543.42,25,1
232139,18,1,2,21,2,14,100,90,835.59,26,1
232140,39,1,27,4,8,20,100,90,226.42,4,1
232141,31,0,19,30,3,3,10,365,933.37,16,1
232142,59,0,17,12,3,14,50,90,413.48,23,1
232143,47,1,51,18,6,18,10,90,869.28,23,1
232144,25,1,52,15,7,2,10,30,501,26,1
232145,59,1,46,25,2,8,100,90,667.12,26,1
232146,55,1,55,4,5,12,100,90,601.65,6,1
232147,23,0,2,1,2,17,50,365,137.25,27,1
232148,29,1,38,22,10,12,50,365,645.72,16,1
232149,22,1,23,29,10,22,100,365,445.41,24,1
232150,19,1,10,14,7,20,50,365,558.03,11,1
232151,44,1,16,2,2,0,100,90,750.99,18,1
232153,42,0,41,5,7,21,10,365,438.7,24,1
232154,49,1,35,19,7,15,10,365,862.67,6,1
232155,41,0,52,22,5,27,100,30,681.78,7,1
